,passenger_count,minutes,propability
0,1,6.6000000000000005,41.7711512625285
0,2,8.0,41.23608913019835
0,3,8.0,41.57285848121237
0,4,6.6000000000000005,41.18583045100824
0,5,6.6000000000000005,41.24418779061047
0,6,6.6000000000000005,41.388400702987695
0,7,0.0,0.0
0,8,2.0,100.0
0,9,2.0,100.0
